title,overview,genre_id,media_type,tmdb_id,poster_path,platform_ids,vote_average,popularity,release_date,platforms
Counterattack,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",28,movie,1356039,/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,[8],8.372,84.0418,2025-02-27,['Netflix']
Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",28,movie,569094,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,[8],8.344,29.2996,2023-05-31,['Netflix']
Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",28,movie,829402,/cYaThZqtLuBThBcrV6YRLLwL8F5.jpg,[8],8.189,7.4582,2024-06-14,['Netflix']
Black Clover: Sword of the Wizard King,"As a lionhearted boy who can't wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",28,movie,812225,/9YEGawvjaRgnyW6QVcUhFJPFDco.jpg,[8],8.161,8.4673,2023-06-16,['Netflix']
My Hero Academia: Heroes Rising,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",28,movie,592350,/kpWsIkfXrnQ1pmR79qAHHq7DPxc.jpg,[8],8.16,5.8287,2019-12-20,['Netflix']
Jujutsu Kaisen 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",28,movie,810693,/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg,[8],8.135,12.9188,2021-12-24,['Netflix']
Green Snake,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",28,movie,795607,/1zs5zsQDP5KuWwxIg9EUULLFEV.jpg,[8],8.105,3.4273,2021-07-23,['Netflix']
"Miraculous World: New York, United HeroeZ","Marinette’s class is headed to New York, the city of superheroes, for French-American Friendship Week. The whole class is there...except Adrien, whose father refuses to let him go!",28,movie,755812,/9YbyvcrHmY2SVbdfXpb8mC4Fy0g.jpg,[8],8.085,6.6844,2020-09-25,['Netflix']
New Gods: Nezha Reborn,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",28,movie,663558,/np4ScPY04HESKBbpexwstKsipKe.jpg,[8],8.1,7.9898,2021-02-06,['Netflix']
Miraculous World: Shanghai - The Legend of Ladydragon,"On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",28,movie,726684,/qQ0VKsGRQ2ofAmswGNzZnvC1xPE.jpg,[8],7.9,5.5603,2021-05-15,['Netflix']
My Hero Academia: Two Heroes,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",28,movie,505262,/hC4nTxdhXqFWzgqynGvvXVMiMNp.jpg,[8],7.9,7.665,2018-08-03,['Netflix']
Nimona,"A knight framed for a tragic crime teams with a scrappy, shape-shifting teen to prove his innocence.",28,movie,961323,/2NQljeavtfl22207D1kxLpa4LS3.jpg,[8],7.886,5.7681,2023-06-23,['Netflix']
Maharaja,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""Lakshmi"" has been taken, leaving them uncertain if it's a person or object, jeer at his request until they learn what they're really looking for.",28,movie,1118224,/3WgxA2nSzAgMR4DYDty0O9wx68x.jpg,[8],7.8,4.0246,2024-06-14,['Netflix']
The Seven Deadly Sins: Grudge of Edinburgh Part 1,"Tristan, the son of Meliodas and Elizabeth, inherits the power of the Goddess Clan and can heal people’s wounds and injuries, but he often ends up hurting others due to his inability to control his Demon Clan power. To protect his family, Tristan heads to Edinburgh Castle and meets a host of new friends along the way.",28,movie,989937,/g1CSJZwI51YPGATc5iiExxfwvyg.jpg,[8],7.8,3.1297,2022-12-20,['Netflix']
Bajrangi Bhaijaan,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,28,movie,348892,/vhlliI7HZZlWfo5d6CiyfBAGLrW.jpg,[8],7.788,3.2138,2015-07-17,['Netflix']
Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,28,movie,980489,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,[8],7.763,14.2183,2023-08-09,['Netflix']
RRR,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,28,movie,579974,/ljHw5eIMnki3HekwkKwCCHsRSbH.jpg,[8],7.75,9.9515,2022-03-24,['Netflix']
Officer Black Belt,A talented martial artist who can't walk past a person in need unites with a probation officer to fight and prevent crime as a martial arts officer.,28,movie,1139817,/rEaJSXAlNfdhRpDHiNcJsoUa9qE.jpg,[8],7.733,7.8429,2024-09-12,['Netflix']
Rurouni Kenshin: The Final,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",28,movie,602063,/7bbEASVf9XWtfxWiuWUMY3uyhTb.jpg,[8],7.731,5.3207,2021-04-23,['Netflix']
One Piece: Adventure of Nebulandia,"The Foxy Pirates challenge Luffy’s crew in the New World, but the fun and games go belly-up when the Navy’s most brilliant tactician steps in. Before the Straw Hats even know what hit them, they wind up on the island of Nebulandia, an infamous death trap for Devil Fruit users. Luffy must team up with his Davy Back nemesis for a harrowing rescue mission when Zoro, Sanji, and some Foxy Pirates are held hostage!",28,movie,373879,/gpHuW2shQwknL5ZaEk3LE8bX1tL.jpg,[8],7.7,3.9195,2015-12-20,['Netflix']
Rurouni Kenshin: The Beginning,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",28,movie,672322,/rODS466qSdrwMlGdbUwPENhDN2c.jpg,[8],7.682,4.3668,2021-06-04,['Netflix']
The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",28,movie,522627,/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,[8],7.7,13.9827,2020-01-01,['Netflix']
"Miraculous: Ladybug & Cat Noir, The Movie","After a guardian of magical jewels turns an awkward girl and a popular boy into superheroes, they can never reveal their identities — even to each other.",28,movie,496450,/dQNJ8SdCMn3zWwHzzQD2xrphR1X.jpg,[8],7.64,11.1951,2023-07-05,['Netflix']
Godzilla Minus One,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",28,movie,940721,/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,[8],7.6,20.9096,2023-11-03,['Netflix']
The Seven Deadly Sins: Prisoners of the Sky,"Traveling in search of the rare ingredient, “sky fish”  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace.",28,movie,507569,/63NOOAkaZAK8h93Sg7Ucq6XLJGP.jpg,[8],7.563,1.0065,2018-08-18,['Netflix']
Pandora,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",28,movie,429450,/elTrkTm5GjynK3H26cpOZsWDYjy.jpg,[8],7.562,4.7311,2016-12-07,['Netflix']
Trollhunters: Rise of the Titans,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",28,movie,730840,/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg,[8],7.5,3.8235,2021-07-21,['Netflix']
Kingdom III: The Flame of Destiny,"To defend their kingdom against a sudden invasion, a mighty general returns to the battlefield alongside a war orphan, now grown up, who dreams of glory.",28,movie,1061181,/7cIqNt2YPK1nCf904NFISEScCzk.jpg,[8],7.516,3.326,2023-07-28,['Netflix']
Bāhubali: The Beginning,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",28,movie,256040,/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,[8],7.5,5.0562,2015-07-10,['Netflix']
Upgrade,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",28,movie,500664,/cF8fsHKGfqdlm7kdmG2Dub4E2rg.jpg,[8],7.5,15.6386,2018-05-31,['Netflix']
Furiosa: A Mad Max Saga,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",28,movie,786892,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,[8],7.5,23.4042,2024-05-22,['Netflix']
Baki Hanma VS Kengan Ashura,"It's the ultimate showdown. The toughest fighters from ""Baki Hanma"" and ""Kengan Ashura"" clash in this unprecedented, hard-hitting martial arts crossover.",28,movie,1263421,/etbHJxil0wHvYOCmibzFLsMcl2C.jpg,[8],7.471,6.6173,2024-06-05,['Netflix']
The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",28,movie,666243,/ckjlfMg2lXQK5aav33BCBgtsYWh.jpg,[8],7.47,3.9477,2021-08-22,['Netflix']
Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",28,movie,675353,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,[8],7.469,25.5821,2022-03-30,['Netflix']
Boruto: Naruto the Movie,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",28,movie,347201,/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg,[8],7.5,8.3722,2015-08-07,['Netflix']
Bāhubali 2: The Conclusion,"When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",28,movie,350312,/xQ22LOWSkClP3maYhR9nZH0dnWM.jpg,[8],7.437,4.7778,2017-04-27,['Netflix']
Extraction 2,"Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster.",28,movie,697843,/7gKI9hpEMcZUQpNgKrkDzJpbnNS.jpg,[8],7.429,15.126,2023-06-09,['Netflix']
Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,28,movie,273481,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,[8],7.411,18.9622,2015-09-17,['Netflix']
The Stronghold,"A police brigade works in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",28,movie,637534,/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg,[8],7.386,4.0141,2021-08-18,['Netflix']
Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",28,movie,573435,/oGythE98MYleE6mZlGs5oBGkux1.jpg,[8],7.382,40.9836,2024-06-05,['Netflix']
Amaran,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",28,movie,927342,/eCB06m1KUGilEOlIzb40nkQhVY0.jpg,[8],7.369,70.9636,2024-10-31,['Netflix']
The Yin-Yang Master: Dream of Eternity,"Every few hundred years, the most powerful demon on earth—a snake demon—awakens, and the Yin-Yang Masters are summoned to the capital. Meanwhile, the Princess of the realm has her own plans, as she conspires to claim the demon’s power.",28,movie,757860,/odgDN1po1j7cEVLeBhkVS0Oh4kC.jpg,[8],7.364,2.614,2020-12-24,['Netflix']
Southpaw,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",28,movie,307081,/kSQ49Fi3NVTqGGXILmxV2T2pdkG.jpg,[8],7.363,7.1922,2015-03-24,['Netflix']
Mobile Suit Gundam Hathaway,"12 years after Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",28,movie,685274,/ddXiPNRWx9YuThYZGzac2KQEfgC.jpg,[8],7.4,3.3584,2021-06-11,['Netflix']
Resident Evil: Death Island,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",28,movie,1083862,/qayga07ICNDswm0cMJ8P3VwklFZ.jpg,[8],7.3,5.3802,2023-06-22,['Netflix']
The Sea Beast,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.",28,movie,560057,/9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg,[8],7.334,6.9138,2022-06-24,['Netflix']
The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",28,movie,926393,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,[8],7.315,17.7665,2023-08-30,['Netflix']
Extraction,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,28,movie,545609,/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg,[8],7.315,15.6654,2020-04-23,['Netflix']
Marco Polo: One Hundred Eyes,"The episode shows the origin of Hundred Eyes and how his relationship with Kublai Khan and Prince Jingim came about.  Before losing his sight and before pledging his service to Kublai Khan, who was Hundred Eyes who became a deadly assassin and trained Marco Polo.",28,movie,372981,/ppe606jyYyHYUJ0peKQfF93hsrV.jpg,[8],7.3,1.3716,2015-12-26,['Netflix']
Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",28,movie,969492,/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,[8],7.262,14.6003,2024-02-09,['Netflix']
Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",12,movie,508965,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,[8],8.242,6.1655,2019-11-08,['Netflix']
Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",12,movie,693134,/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg,[8],8.146,30.823,2024-02-27,['Netflix']
Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",12,movie,555604,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,[8],8.061,8.7915,2022-11-09,['Netflix']
Suzume,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",12,movie,916224,/oNbCAM3UVJamxRFd5hUt686aqb2.jpg,[8],7.927,8.4237,2022-11-11,['Netflix']
The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",12,movie,501929,/mI2Di7HmskQQ34kz0iau6J1vr70.jpg,[8],7.888,10.1484,2021-04-22,['Netflix']
Stand by Me Doraemon 2,"Nobita travels to the future to show his beloved grandma his bride, but adult Nobita has fled his own wedding.",12,movie,728754,/vBv8iOFPLnXmtELUjcFc7OKHsR4.jpg,[8],7.83,4.0462,2020-11-20,['Netflix']
The Summit of the Gods,A photojournalist's obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,12,movie,712454,/iowz7MwaTWMYlfLUE6GeM0m3Hze.jpg,[8],7.771,2.0113,2021-09-22,['Netflix']
Back to the Outback,"Tired of being locked in a reptile house where humans gawk at them like they are monsters, a ragtag group of Australia’s deadliest creatures plot an escape from their zoo to the Outback, a place where they’ll fit in without being judged.",12,movie,770254,/jbAUTO7qFN8XFG2LM3bz30vzGFJ.jpg,[8],7.704,4.4619,2021-12-03,['Netflix']
My Little Pony: A New Generation,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",12,movie,597316,/uvbj8puRj37Pc8FS4rIfVeReYFF.jpg,[8],7.685,3.3493,2021-09-22,['Netflix']
Kubo and the Two Strings,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",12,movie,313297,/la6QA9tk4Foq8OBH2Dyh5dTcw6H.jpg,[8],7.633,6.4169,2016-08-18,['Netflix']
Silver Skates,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.",12,movie,576920,/gZSlt41YjSTQE7ah03usHsvmWFs.jpg,[8],7.584,3.2417,2020-12-10,['Netflix']
Wallace & Gromit: Vengeance Most Fowl,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",12,movie,929204,/6BxK38ehxuX2dJmZIMpJcVNbYks.jpg,[8],7.555,23.1429,2024-12-18,['Netflix']
Super Me,"Sang Yu is so exhausted from trying to stay awake. Every time he closes his eyes, a demon chases and kills him in his dreams. One night Sang realizes he has a special power: he can bring treasures from his dreams into reality. Almost overnight, he becomes a rich man. But his wealth also attracts the attention of a ruthless gangster.",12,movie,603768,/tmUsu113NZrHPn68M5s46LlEuDD.jpg,[8],7.509,1.6037,2021-04-09,['Netflix']
Hilda and the Mountain King,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again — and save the city of Trolberg.",12,movie,789708,/Ac9xJvb1oTnv71j2yfdCQktIlYT.jpg,[8],7.5,1.3713,2021-12-30,['Netflix']
Drifting Home,"One fateful summer, a group of elementary school kids set adrift on an abandoned apartment building must look within themselves to find a way back home.",12,movie,877957,/iNf1wC8cK6e8zgNyuMUqWFT7Din.jpg,[8],7.414,2.9213,2022-09-09,['Netflix']
The Peanut Butter Falcon,A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,12,movie,463257,/qyQcRGvdW3VtxHR4fSDgPOePEip.jpg,[8],7.4,8.7369,2019-08-09,['Netflix']
Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",12,movie,940551,/dpXxBDi0ut5svjh5fbAqLoaJSq8.jpg,[8],7.4,24.1423,2023-12-06,['Netflix']
Okja,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",12,movie,387426,/lHBYG2NcBMW7UpFL4rSCpsgvz4m.jpg,[8],7.355,5.0039,2017-06-28,['Netflix']
Enola Holmes 2,"Now a detective-for-hire like her infamous brother, Enola Holmes takes on her first official case to find a missing girl, as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends — and Sherlock himself — to unravel.",12,movie,829280,/tegBpjM5ODoYoM1NjaiHVLEA0QM.jpg,[8],7.353,5.8122,2022-11-30,['Netflix']
Blue Miracle,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",12,movie,671295,/wlDSL8Rn4eQCzDPy1pPRkCh8H32.jpg,[8],7.3,1.9934,2021-05-27,['Netflix']
Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",12,movie,493529,/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg,[8],7.3,13.6666,2023-03-23,['Netflix']
A Boy Called Christmas,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…",12,movie,615666,/1sRejtiHOZGggZd9RcmdqbapLM5.jpg,[8],7.334,3.2013,2021-11-24,['Netflix']
The Loud House Movie,The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,12,movie,410113,/7dM5DILTl9ddpjvnJhs2nA1U9Ru.jpg,[8],7.333,3.3277,2021-08-20,['Netflix']
Bubble,"In an abandoned Tokyo overrun by bubbles and gravitational abnormalities, one gifted young man has a fateful meeting with a mysterious girl.",12,movie,912598,/kk28Lk8oQBGjoHRGUCN2vxKb4O2.jpg,[8],7.32,2.9621,2022-02-14,['Netflix']
Chickenhare and the Hamster of Darkness,"Young Chickenhare is the adopted son of King Peter, a famous adventurer. Part chicken and part hare, he has a really tough time growing up and disguises himself as a hare to avoid the mockeries of his peers. When the day of the Royal Adventurer Society trials comes, Chickenhare, hampered by his disguise, fails miserably. But he is determined to grab a second chance and find the Scepter of the Hamster of Darkness, before his evil Uncle Lapin. The Scepter will give immense power to its holder. If Lapin gets hold of it, he will be unstoppable. Accompanied by his faithful servant Abe, a sarcastic turtle, and Meg, a martial arts expert skunk, he sets of on an epic and initiatory quest.",12,movie,778855,/2v6f1EqTo4FUxVT9MDXpF6158AX.jpg,[8],7.3,2.7424,2022-02-16,['Netflix']
Pokémon the Movie: Secrets of the Jungle,"In the Forest of Okoya, Koko is a feral child who has been raised as a Pokémon by the Mythical Pokémon Zarude. Koko has grown up never doubting that he is a Pokémon even though he can't really use any sort of moves. Ash Ketchum and Pikachu meet Koko and help him protect the Great Tree from the crooked scientist Dr. Zed.",12,movie,662708,/9Ow7PJcAHMMxgSIjCW6RnRqE9OA.jpg,[8],7.279,3.856,2020-12-25,['Netflix']
The Quintessential Quintuplets Movie,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",16,movie,820067,/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,[8],8.3,4.259,2022-05-20,['Netflix']
Violet Evergarden: The Movie,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",16,movie,533514,/A9R6bukzzRmOzxvDQsXdQpeNm8l.jpg,[8],8.268,5.3825,2020-09-18,['Netflix']
Violet Evergarden: Eternity and the Auto Memory Doll,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",16,movie,610892,/zjaSw6Ok0MhXjrruPrA27VHyUYC.jpg,[8],8.146,3.5684,2019-09-06,['Netflix']
A Whisker Away,"A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur.",16,movie,667520,/6inkRM1XGBG5vRhclCPWfMenp7N.jpg,[8],7.9,7.7028,2020-06-18,['Netflix']
Wish Dragon,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,16,movie,550205,/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg,[8],7.888,7.646,2021-01-15,['Netflix']
The First Slam Dunk,"Shohoku's “speedster” and point guard, Ryota Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. In his second year of high school, Ryota plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.",16,movie,783675,/7i3EBXY87HdHagCoFbmjHQ8DlkG.jpg,[8],7.756,3.7385,2022-12-03,['Netflix']
The Seven Deadly Sins: Cursed by Light,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",16,movie,843241,/k0ThmZQl5nHe4JefC2bXjqtgYp0.jpg,[8],7.717,3.2737,2021-07-02,['Netflix']
