title,overview,genre_id,media_type,tmdb_id,poster_path,platform_ids,vote_average,popularity,release_date,platforms
Z-O-M-B-I-E-S,"Two star-crossed freshmen – a zombie, Zed and a cheerleader, Addison – each outsiders in their unique ways, befriend each other and work together to show their high school and the Seabrook community what they can achieve when they embrace their differences.",35,movie,483980,/snGVInrnUBK6LrfLZkOdbj5PpJo.jpg,[337],7.2,3.8257,2018-02-16,['Disney+']
Hocus Pocus 2,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",35,movie,642885,/7ze7YNmUaX81ufctGqt0AgHxRtL.jpg,[337],7.208,7.5775,2022-09-27,['Disney+']
Lady and the Tramp,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",35,movie,512895,/8wBEye516IKul9sW7JKGcFXVGfV.jpg,[337],7.196,3.8165,2019-11-12,['Disney+']
Le Pupille,"During WWII, in the days leading up to Christmas, a woman arrives at an Italian Catholic boarding school for orphaned girls with a large cake and a plea for them to pray for her boyfriend, who is having an affair.",35,movie,974586,/tuee2So5p4zWbEznpL8EKRT4cre.jpg,[337],7.014,0.7411,2022-05-27,['Disney+']
22 vs. Earth,"Set before the events of ‘Soul’, 22 refuses to go to Earth, enlisting a gang of 5 new souls in attempt of rebellion. However, 22’s subversive plot leads to a surprising revelation about the meaning of life.",35,movie,811367,/32vLDKSzcCMh55zqqaSqqUA8naz.jpg,[337],6.995,2.2141,2021-04-30,['Disney+']
Mickey and Minnie Wish Upon a Christmas,"After a series of mishaps, Mickey, Minnie and the gang are separated all over the world and must try to get back to Hot Dog Hills by Christmas Eve. A mysterious and jolly stranger shows up to tell them about The Wishing Star, which could be the secret to bringing everybody home in time to celebrate together.",35,movie,864390,/viZ3SvvQi7CRHJxnSKAG2lHU4AK.jpg,[337],7.0,1.1853,2021-12-02,['Disney+']
Chip 'n Dale: Rescue Rangers,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",35,movie,420821,/7UGmn8TyWPPzkjhLUW58cOUHjPS.jpg,[337],7.0,5.4567,2022-05-20,['Disney+']
West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",80,movie,511809,/yfz3IUoYYSY32tkb97HlUBGFsnh.jpg,[337],6.975,6.1693,2021-12-08,['Disney+']
Home Sweet Home Alone,"After being left at home by himself for the holidays, 10-year-old Max Mercer must work to defend his home from a married couple who tries to steal back a valuable heirloom.",80,movie,654974,/fP3VvqUjEBjawxZHL4sYCq2ZdJD.jpg,[337],4.9,4.8885,2021-11-11,['Disney+']
BTS: Permission to Dance on Stage - LA,"Purple colors the city of Los Angeles, as BTS brings their ""Permission to Dance"" concert to SoFi Stadium for the first time in two years. In a stadium radiating anticipation and cheer, splendid performances from ""On"" to ""Permission to Dance"" glorify the stage that now comes to life on screen. Be united once again by the power of music.",99,movie,1022102,/9pNGRpOOQpZtqMLncEcQDv86OkW.jpg,[337],8.873,0.595,2022-09-08,['Disney+']
Folklore: The Long Pond Studio Sessions,"An intimate concert film, in which Taylor Swift performs each song from her album 'folklore' in order, as she reveals the meaning and the stories behind all 17 tracks for the very first time.",99,movie,768141,/4iroJUn8YuQBekDwGy7r61YHXiu.jpg,[337],8.5,2.6222,2020-11-25,['Disney+']
The Rescue,"The enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",99,movie,680058,/kC7fVtCkJACwPBaRr2hlj2whfKX.jpg,[337],7.952,1.9624,2021-10-08,['Disney+']
Happier Than Ever: A Love Letter to Los Angeles,"Fresh off the heels of her brand-new album, ""Happier Than Ever,"" this cinematic concert experience features an intimate performance of every song in the album's sequential order – for the first and only time – from the stage of the legendary Hollywood Bowl.",99,movie,853088,/m0f9sDiwYlEtfhUWxc5F2ZW7wfq.jpg,[337],7.872,1.233,2021-09-03,['Disney+']
Before the Flood,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems, and native communities across the planet.",99,movie,410718,/u0EfH2zsp6rLOvEKVvWGgzGRQn3.jpg,[337],7.693,2.4016,2016-10-21,['Disney+']
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","During the same summer as Woodstock, over 300,000 people attended the Harlem Cultural Festival, celebrating African American music and culture, and promoting Black pride and unity. The footage from the festival sat in a basement, unseen for over 50 years, keeping this incredible event in America's history lost — until now.",99,movie,776527,/8kNwhqUGvpzWJd60O1Qvb8G6psK.jpg,[337],7.618,2.2463,2021-07-02,['Disney+']
Fire of Love,"A doomed love triangle between intrepid French scientists Katia and Maurice Krafft, and their beloved volcanoes.",99,movie,913823,/9smEX8UP84yb2GisLwyAyQKvCWS.jpg,[337],7.538,2.1155,2022-07-06,['Disney+']
Jane,"Drawing from never-before-seen footage that has been tucked away in the National Geographic archives, director Brett Morgen tells the story of Jane Goodall, a woman whose chimpanzee research revolutionized our understanding of the natural world.",99,movie,470819,/lasO6v47evkx4JfRqf4Rhqp8FZd.jpg,[337],7.478,1.5176,2017-12-28,['Disney+']
Born in China,"Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda bear and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.",99,movie,355277,/c8xdrR1ZtCXMmaxyxYwaGSndvV9.jpg,[337],7.355,1.582,2016-08-12,['Disney+']
Encanto at the Hollywood Bowl,"Step into Casa Madrigal for a special concert spectacular as the original voice cast of Disney Animation's Oscar®-winning ""Encanto,"" Stephanie Beatriz, Adassa, Carolina Gaitán, Jessica Darrow, Diane Guerrero, Mauro Castillo, Angie Cepeda and Olga Merediz, along with special guests including Colombian superstar Carlos Vives, reunites for ""Encanto at the Hollywood Bowl."" This unprecedented concert experience gives you a front-row seat to the musical extravaganza celebrating the global phenomenon.",99,movie,1041513,/sa3Ku5yNVjp8NloWxJoI9dQjvOi.jpg,[337],7.0,5.0074,2022-12-27,['Disney+']
Monkey Kingdom,"A newborn monkey and its mother struggle to survive within the competitive social hierarchy of the Temple Troop, a dynamic group of monkeys who live in ancient ruins found deep in the storied jungles of South Asia.",99,movie,295592,/ngf4XquNwVTm4OFuYcnQAkVyT1H.jpg,[337],6.963,2.029,2015-04-16,['Disney+']
Obi-Wan Kenobi: A Jedi's Return,"This special explores the return of Obi-Wan Kenobi and Anakin Skywalker to the screen, as well as Ewan McGregor and Hayden Christensen to their classic roles. Director Deborah Chow leads the cast and crew as they create new heroes and villains that live alongside new incarnations of beloved Star Wars characters, and an epic story that dramatically bridges the saga films.",99,movie,1015606,/vQGgvXjoMZf8x1m3BHsMxVXPyck.jpg,[337],6.794,2.5445,2022-09-07,['Disney+']
The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",18,movie,522924,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,[337],8.199,4.4499,2019-08-08,['Disney+']
Hamilton,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",18,movie,556574,/h1B7tW0t399VDjAcWJh8m87469b.jpg,[337],8.158,3.6795,2020-07-03,['Disney+']
Flamin' Hot,"The inspiring true story of Richard Montañez, the Frito Lay janitor who channeled his Mexican American heritage and upbringing to turn the iconic Flamin' Hot Cheetos into a snack that disrupted the food industry and became a global pop culture phenomenon.",18,movie,626332,/a7KyFMPXj0iY4EoLq1PIGU1WJPw.jpg,[337],7.95,5.4414,2023-03-11,['Disney+']
Young Woman and the Sea,"This is the extraordinary true story of Trudy Ederle, the first woman to successfully swim the English Channel. Through the steadfast support of her older sister and supportive trainers, she overcame adversity and the animosity of a patriarchal society to rise through the ranks of the Olympic swimming team and complete the 21-mile trek from France to England.",18,movie,774531,/bZlecCuBVvKuarNGvchBwaOsQ3c.jpg,[337],7.9,4.4503,2024-05-31,['Disney+']
Rise,"After emigrating to Greece from Nigeria, Vera and Charles Antetokounmpo struggled to survive and provide for their five children, while living under the daily threat of deportation. Desperate to obtain Greek citizenship but undermined by a system that blocked them at every turn, the family's vision, determination and faith lifted them out of obscurity to launch the careers of three NBA champions.",18,movie,759054,/slkVQhehnP3h40y7mfbYDfv8sWB.jpg,[337],7.609,2.1572,2022-06-23,['Disney+']
Safety,"The story of Ray-Ray McElrathbey, a freshman football player for Clemson University, who secretly raised his younger brother on campus after his home life became too unsteady.",18,movie,727306,/qakkhhfyPv9YAm7225oGL00YBbo.jpg,[337],7.5,1.2367,2020-12-11,['Disney+']
"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,18,movie,228203,/yyhniD8A7Mv6SOn8oo1Ba2K0mKc.jpg,[337],7.453,7.4942,2015-02-20,['Disney+']
Queen of Katwe,A young girl overcomes her disadvantaged upbringing in the slums of Uganda to become a Chess master.,18,movie,317557,/m8V2ud6uhV7qH6wEDoQ4Ujw99ji.jpg,[337],7.249,3.7002,2016-09-23,['Disney+']
The Little Prince(ss),"When Gabriel, a 7-year-old Chinese kid who loves ballet, becomes friends with Rob, another Chinese kid from school, Rob’s dad gets suspicious about Gabriel's feminine behavior and decides to intervene.",18,movie,818370,/4O65UNeSnWqRcuTUFcy75PluCzz.jpg,[337],7.1,1.1389,2021-05-28,['Disney+']
The Jungle Book,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",18,movie,278927,/2Epx7F9X7DrFptn4seqn4mzBVks.jpg,[337],6.863,13.526,2016-04-07,['Disney+']
Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",18,movie,150689,/j91LJmcWo16CArFOoapsz84bwxb.jpg,[337],6.824,16.8192,2015-03-06,['Disney+']
Harry and Meghan: Escaping the Palace,The Duke and Duchess of Sussex are taking on the British monarchy in the third installment in Lifetime’s movie trilogy about the royal couple. The film explores what really happened inside the palace that drove Harry and Meghan to leave everything behind in order to make a future for themselves and their son Archie.,18,movie,858717,/plfWQnlLaiPoayrj2a0EJOhPw97.jpg,[337],6.7,0.3995,2021-09-06,['Disney+']
Descendants: The Royal Wedding,"Happily-ever-after continues for Auradon's power couple as they prepare to say ""I do"" at an epic celebration with their friends and family, but Hades threatens to ruin it all.",18,movie,805411,/bpV3a3OqfNmCXFrgB3DZKSRguPV.jpg,[337],6.7,2.3724,2021-08-13,['Disney+']
Christmas ...Again?!,"Rowena ""Ro"" is a high-spirited 11-year-old hoping to add more spunk to her Christmas celebrations when her parents’ divorce is going anything but smoothly.",18,movie,762879,/tCE4EHfSfGJHKSBIvbSCtplElLE.jpg,[337],6.6,1.2511,2021-12-03,['Disney+']
Haunted Mansion,A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.,18,movie,616747,/8Im6DknDVxRiGXc5t8rVOJyzuNx.jpg,[337],6.478,5.8581,2023-07-26,['Disney+']
Z-O-M-B-I-E-S 2,"Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance.",14,movie,599521,/dFNhlaPEeDhimwZ0eenpwe1x5Tm.jpg,[337],7.5,3.0021,2020-06-13,['Disney+']
Upside-Down Magic,"Nory and her best friend Reina enter the Sage Academy for Magical Studies, where Nory’s unconventional powers land her in a class for those with wonky, or “upside-down,” magic. Undaunted, Nory sets out to prove that that upside-down magic can be just as powerful as right-side-up.",14,movie,671583,/r2MfnMmFzGvRvjGVLIuyx3R16a6.jpg,[337],7.147,7.0035,2020-07-31,['Disney+']
Under the Sea: A Descendants Story,Mal emerges from the shadows of a mystical forest onto a dark coastline where she crosses paths with Dizzy.,14,movie,551298,/jIJL0VJ8McvJcdaRgi8AwVbdxwU.jpg,[337],7.1,2.2151,2018-09-28,['Disney+']
Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,14,movie,420817,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,[337],7.096,16.7822,2019-05-22,['Disney+']
Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,14,movie,321612,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,[337],6.971,39.7359,2017-03-16,['Disney+']
Team Thor: Part 2,"A continuation of the documentary spoof of what Thor and his roommate Darryl were up to during the events of ""Captain America: Civil War"". While Cap and Iron Man duke it out, Thor tries to pay Darryl his rent in Asgardian coins.",14,movie,441829,/9Vt1OLu3BrKy1IQFK3QyzpR1LVm.jpg,[337],6.955,2.3253,2017-02-14,['Disney+']
Once Upon a Snowman,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",14,movie,741074,/hddzYJtfYYeMDOQVcH58n8m1W3A.jpg,[337],6.9,2.1717,2020-10-23,['Disney+']
Descendants: The Rise of Red,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",14,movie,974262,/8fYluTtB3b3HKO7KQa5tzrvGaps.jpg,[337],6.883,17.1227,2024-07-11,['Disney+']
Tangled: Before Ever After,"Rapunzel grapples with the responsibilities of being a princess and the overprotective ways of her father. While she wholeheartedly loves Eugene, Rapunzel does not share his immediate desire to get married and settle down within the castle walls. Determined to live life on her own terms, she and her tough-as-nails Lady-in-Waiting Cassandra embark on a secret adventure where they encounter mystical rocks that magically cause Rapunzel's long blonde hair to grow back. Impossible to break and difficult to hide, Rapunzel must learn to embrace her hair and all that it represents.",14,movie,438747,/zj82L9maBSW6CAVZltBoFBSuTk1.jpg,[337],6.808,3.512,2017-03-10,['Disney+']
Teen Beach 2,"When characters from the movie musical “Wet Side Story” get stuck in the real world, teens Brady and Mack must find a way to return them home.",14,movie,325189,/5hm2P8pMoeJlETIaSP6OWR0Lu7c.jpg,[337],6.774,2.0509,2015-06-26,['Disney+']
Godmothered,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",14,movie,662546,/80tDCErk6ymHS7YfvqJcbnnTtqa.jpg,[337],6.7,2.5263,2020-12-04,['Disney+']
Disenchanted,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",14,movie,338958,/uyNLq2Dc3s4IOdcYTU8ZtM2lTjb.jpg,[337],6.716,4.3473,2022-11-18,['Disney+']
The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",27,movie,340102,/xiDGcXJTvu1lazFRYip6g1eLt9c.jpg,[337],6.098,8.8287,2020-04-02,['Disney+']
TAYLOR SWIFT | THE ERAS TOUR,"The cultural phenomenon continues on the big screen! Immerse yourself in this once-in-a-lifetime concert film experience with a breathtaking, cinematic view of the history-making tour.",10402,movie,1160164,/jf3YO8hOqGHCupsREf5qymYq1n.jpg,[337],8.218,4.0034,2023-10-13,['Disney+']
Black Is King,"This visual album from Beyoncé reimagines the lessons of ""The Lion King"" (2019) for today's young kings and queens in search of their own crowns.",10402,movie,719643,/2u1cyQgBpWWypISdbUDCu2hasGV.jpg,[337],7.3,1.1483,2020-07-30,['Disney+']
Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",9648,movie,158852,/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,[337],6.28,12.5423,2015-05-19,['Disney+']
Harry & Meghan: A Royal Romance,"Examine the history of Prince Harry and Meghan Markle from the moment they met after being set up by friends, through their initial courtship when they were able to keep their romance under wraps, and ultimately the intense global media attention surrounding their relationship and Meghan’s life as a divorced American actress.",10749,movie,518527,/2ODzSaM8EKF28mGjNTH3ptb3BJu.jpg,[337],7.0,1.2711,2018-05-13,['Disney+']
Snowed Inn Christmas,"Jenna Hudson and Kevin Jenner are polar opposites working for the same online publication in New York City. With both having nowhere they want to be for Christmas, they volunteer for a special writing assignment. After a snowstorm forces their plane to land in none other than Santa Claus, Indiana, the two are placed in a Christmas Wonderland and the focus of their story shifts to saving the historic town inn run by Carol and Christopher Winters. As the two overcome their differences, they also rediscover the magic of Christmas. But with the inn's fate in jeopardy and the return of someone from Jenna's past, Carol and Christopher lend a helping hand to bring Jenna and Kevin together.",10749,movie,492141,/1GdsUysHya4mdlcZ1ALlBJ3nyqb.jpg,[337],6.9,1.2057,2017-12-12,['Disney+']
The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",10749,movie,447277,/cJbKUdbWcIFDuHhs6uvOfacemc4.jpg,[337],6.316,17.5032,2023-05-18,['Disney+']
Lightyear,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,878,movie,718789,/b9t3w1loraDh7hjdWmpc9ZsaYns.jpg,[337],6.937,6.5484,2022-06-15,['Disney+']
LEGO Star Wars Terrifying Tales,"Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.",878,movie,857702,/fYiaBZDjyXjvlY6EDZMAxIhBO1I.jpg,[337],6.9,1.8098,2021-10-01,['Disney+']
"Maggie Simpson in ""The Force Awakens from Its Nap""","In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier. Her adventure brings her face-to-face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side, in this original short celebrating the Star Wars galaxy.",878,movie,825597,/ou1cuRaV22FbDq8oEZeyR6C6P6l.jpg,[337],6.6,0.9923,2021-05-04,['Disney+']
Smash and Grab,"After years of toiling away inside the engine room of a towering locomotive, two antiquated robots will risk everything for freedom and for each other.",878,movie,532952,/bsDQdjuGAhj6JrmCKVBFTUBeIrb.jpg,[337],6.577,0.3594,2019-01-18,['Disney+']
LEGO Star Wars Holiday Special,"As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?",878,movie,732670,/zyzJSI7UZZzz5Toj10rYGF5689z.jpg,[337],6.555,2.5573,2020-11-17,['Disney+']
Strange World,"A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",878,movie,877269,/jXGMJUq9zcrScs02qkQuCtmWwaI.jpg,[337],6.311,5.7286,2022-11-23,['Disney+']
Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",878,movie,181812,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,[337],6.299,13.994,2019-12-18,['Disney+']
Ant-Man and the Wasp: Quantumania,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",878,movie,640146,/qnqGbB22YJ7dSs4o6M7exTpNxPz.jpg,[337],6.291,9.3709,2023-02-15,['Disney+']
Team Darryl,"Fresh off being unseated as the ruler of Sakaar, the Grandmaster makes his way to Earth to start a new life. It's been over a year since Thor left Australia and Darryl has been struggling to pay his rent. Now Darryl needs a new roommate to help make the monthly payments. Unfortunately for Darryl, the Grandmaster was the only one who answered Darryl's ""Roommate Needed"" ad and with no viable options, the Grandmaster moves in.",878,movie,505945,/axlLFvTfV4W8zbWby7H4vf1vMPq.jpg,[337],6.227,1.7081,2018-02-20,['Disney+']
Ice Age: Collision Course,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",878,movie,278154,/dWyaaP1dmW5peBvgiVaugdRuyYD.jpg,[337],6.101,11.0451,2016-06-23,['Disney+']
The Marvels,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",878,movie,609681,/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,[337],6.0,12.9606,2023-11-08,['Disney+']
Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",878,movie,526896,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,[337],5.977,8.2284,2022-03-30,['Disney+']
Dark Phoenix,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",878,movie,320288,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,[337],5.972,10.4179,2019-06-05,['Disney+']
A Wrinkle in Time,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",878,movie,407451,/yAcb58vipewa1BfNit2RjE6boXA.jpg,[337],5.064,4.5727,2018-03-08,['Disney+']
The Swap,"Based on the book by Megan Shull, The Swap follows the adventures of a rhythmic gymnast named Ellie with a make-it-or-break-it competition, and the younger brother named Jack in a hockey family who's vying for a varsity spot on his school team. But when a simple text causes the two to swap bodies, their paths take an unexpected cross.",10770,movie,417028,/4GvjFcWaSnVrbHjFof1Sy8tZK1r.jpg,[337],6.7,2.2311,2016-10-07,['Disney+']
Invisible Sister,"Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible.",10770,movie,360605,/seWQvVIzb5xBjHW0Y1h4jvokxZN.jpg,[337],6.711,1.861,2015-12-10,['Disney+']
Muppets Haunted Mansion,Gonzo is challenged to spend one night in The Haunted Mansion on Halloween night.,10770,movie,826914,/yTQbZCxZ4amGZKC9ETjTr7ZAH7L.jpg,[337],6.4,1.5171,2021-10-08,['Disney+']
Bad Hair Day,"Monica is desperate to be prom queen, but on the big night, her hair is an uncontrollable mess. Meanwhile, FBI agent Liz Morgan is on the hunt for a jewel thief who is looking for a stolen necklace, which Monica has in her possession. Soon, she and the agent chase the jewel thief, and she's whizzed on a wild adventure in the city.",10770,movie,317198,/8gsWYYYOCVWFy2JyMD7HRg6KfyC.jpg,[337],6.437,2.3437,2015-02-13,['Disney+']
Ice Age: The Great Egg-Scapade,"A harried prehistoric bird mother entrusts her precious, soon-to-hatch egg to Sid. When she recommends him to her neighbours, business booms at his new egg-sitting service. However, dastardly pirate bunny, Squint, who is seeking revenge on the herd, steals, camouflages and hides all the eggs. Once again, with Squint’s twin brother assisting, Manny, Diego and the rest of the gang come to the rescue and take off on a daring mission that turns into the world’s first Easter egg hunt.",10770,movie,387893,/ysQqYp9G37Q114Nc6uvCHbDmaj6.jpg,[337],6.376,6.1627,2016-03-19,['Disney+']
Kim Possible,"Everyday teen hero Kim Possible and her best friend Ron Stoppable embark on their freshman year of high school, all while saving the world from evil villains. While Kim and Ron have always been one step ahead of their opponents, navigating the social hierarchy of high school is more challenging than the action-hero ever imagined. With Drakken and Shego lurking in the wings, Kim must rely on her family and Team Possible—Ron, tech-genius Wade, new friend Athena, and Rufus, a Naked mole-rat.",10770,movie,520720,/t37Xa74GFO1R3kebocqSV4hFrPO.jpg,[337],5.526,2.4833,2019-02-15,['Disney+']
Freaky Friday,"When an overworked mother and her teenage daughter magically swap bodies, they have just one day to put things right again before mom’s big wedding.",10770,movie,505904,/aD1GTKtSAyQIumPoUjslk6IzHxA.jpg,[337],5.2,2.1586,2018-09-14,['Disney+']
The Owl House,"An animated fantasy-comedy series that follows Luz, a self-assured teenage girl who accidentally stumbles upon a portal to a magical world where she befriends a rebellious witch, Eda, and an adorably tiny warrior, King. Despite not having magical abilities, Luz pursues her dream of becoming a witch by serving as Eda's apprentice at the Owl House and ultimately finds a new family in an unlikely setting.",10759,tv,92685,/zqjSex7DZn7p4dU7mMktdJ8zQV5.jpg,[337],8.661,34.7396,,['Disney+']
Gravity Falls,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",10759,tv,40075,/dNxEEK5CdNQbp4YcEtICXelRqvP.jpg,[337],8.594,47.3292,,['Disney+']
X-Men '97,"The X-Men, a band of mutants who use their uncanny gifts to protect a world that hates and fears them, are challenged like never before, forced to face a dangerous and unexpected new future.",10759,tv,138502,/9Ycz7yYRf9V4jk3YXwcZhFtbNcF.jpg,[337],8.551,10.6639,,['Disney+']
Amphibia,"The adventures of 13-year-old, self-centered Anne Boonchuy who is magically transported to the fictitious world of Amphibia, a rural marshland full of frog-people. With the help of an excitable young frog named Sprig, Anne will become a hero and discover the first true friendship of her life.",10759,tv,85349,/bFCgv9iWZECWSDxNQYc9soqvwjx.jpg,[337],8.6,23.1442,,['Disney+']
Star Wars: The Clone Wars,"Yoda, Obi-Wan Kenobi, Anakin Skywalker, Mace Windu and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",10759,tv,4194,/e1nWfnnCVqxS2LeTO3dwGyAsG2V.jpg,[337],8.461,81.1764,,['Disney+']
The Mandalorian,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",10759,tv,82856,/eU1i6eHXlzMOlEq0ku1Rzq7Y4wA.jpg,[337],8.425,31.9385,,['Disney+']
Star vs. the Forces of Evil,"Intergalactic warrior Star Butterfly arrives on Earth to live with the Diaz family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her.",10759,tv,61923,/dKFL1AOdKNoazqZDg1zq2z69Lx1.jpg,[337],8.366,74.4695,,['Disney+']
